ID_powiatu,year,p3350-stopie≈Ñ-wykorzystania-miejsc-noclegowych
023015929000,2017,21.6
023015929000,2018,24.2
023015929000,2019,23.0
023015929000,2020,25.6
023015963000,2010,27.5
023015963000,2011,30.8
023015963000,2012,27.0
023015963000,2013,25.5
023015963000,2014,25.0
023015963000,2015,30.5
023015963000,2016,33.6
023015963000,2017,28.6
023015963000,2018,23.9
023015963000,2019,26.2
023015963000,2020,18.6
023016001000,2010,15.9
023016001000,2011,16.5
023016001000,2012,17.7
023016001000,2013,17.6
023016001000,2014,19.0
023016001000,2015,19.6
023016001000,2016,20.5
023016001000,2017,21.6
023016001000,2018,26.9
023016001000,2019,28.1
023016001000,2020,24.2
023016002000,2010,24.6
023016002000,2011,20.4
023016002000,2012,15.8
023016002000,2013,13.4
023016002000,2014,15.3
023016002000,2015,21.5
023016002000,2016,20.0
023016002000,2017,28.1
023016002000,2018,26.3
023016002000,2019,26.9
023016002000,2020,21.9
023016019000,2010,20.3
023016019000,2011,20.8
023016019000,2012,19.7
023016019000,2013,21.0
023016019000,2014,22.6
023016019000,2015,25.2
023016019000,2016,21.4
023016019000,2017,26.4
023016019000,2018,26.3
023016019000,2019,25.4
023016019000,2020,19.7
023016028000,2010,37.8
023016028000,2011,36.4
023016028000,2012,28.3
023016028000,2013,27.0
023016028000,2014,27.5
023016028000,2015,37.2
023016028000,2016,33.7
023016028000,2017,37.9
023016028000,2018,40.5
023016028000,2019,40.2
023016028000,2020,22.5
023016031000,2010,19.7
023016031000,2011,14.2
023016031000,2012,16.1
023016031000,2013,15.9
023016031000,2014,17.1
023016031000,2015,20.4
023016031000,2016,20.9
023016031000,2017,19.3
023016031000,2018,18.8
023016031000,2019,23.8
023016031000,2020,21.9
023016116000,2010,19.6
023016116000,2011,27.3
023016116000,2012,19.1
023016116000,2013,13.8
023016116000,2014,14.9
023016116000,2015,15.0
023016116000,2016,19.7
023016116000,2017,22.2
023016116000,2018,22.5
023016116000,2019,22.0
023016116000,2020,16.2
023016121000,2010,24.2
023016121000,2011,23.2
023016121000,2012,23.4
023016121000,2013,21.6
023016121000,2014,24.9
023016121000,2015,24.5
023016121000,2016,25.5
023016121000,2017,26.6
023016121000,2018,28.0
023016121000,2019,26.6
023016121000,2020,15.8
023016124000,2010,23.6
023016124000,2011,23.7
023016124000,2012,21.4
023016124000,2013,20.7
023016124000,2014,18.7
023016124000,2015,19.6
023016124000,2016,20.6
023016124000,2017,22.1
023016124000,2018,25.1
023016124000,2019,23.9
023016124000,2020,18.1
023016125000,2010,21.8
023016125000,2011,18.2
023016125000,2012,15.9
023016125000,2013,18.9
023016125000,2014,20.4
023016125000,2015,26.2
023016125000,2016,30.2
023016125000,2017,27.9
023016125000,2018,38.9
023016125000,2019,46.5
023016125000,2020,36.6
023016126000,2010,24.3
023016126000,2011,22.5
023016126000,2012,23.0
023016126000,2013,23.1
023016126000,2014,21.5
023016126000,2015,22.9
023016126000,2016,22.8
023016126000,2017,24.5
023016126000,2018,27.6
023016126000,2019,21.9
023016126000,2020,17.8
023016264000,2010,33.2
023016264000,2011,34.9
023016264000,2012,35.1
023016264000,2013,34.9
023016264000,2014,37.8
023016264000,2015,40.8
023016264000,2016,42.7
023016264000,2017,43.0
023016264000,2018,43.7
023016264000,2019,42.0
023016264000,2020,23.5
023216301000,2010,0.0
023216301000,2011,20.4
023216301000,2012,22.8
023216301000,2013,21.1
023216301000,2014,22.6
023216301000,2015,22.6
023216301000,2016,22.0
023216301000,2017,16.1
023216301000,2018,18.1
023216301000,2019,17.2
023216301000,2020,0.0
023216308000,2010,59.0
023216308000,2011,61.3
023216308000,2012,61.1
023216308000,2013,62.1
023216308000,2014,64.1
023216308000,2015,63.9
023216308000,2016,65.2
023216308000,2017,64.7
023216308000,2018,63.3
023216308000,2019,61.6
023216308000,2020,43.8
023216309000,2010,45.5
023216309000,2011,46.3
023216309000,2012,46.9
023216309000,2013,42.2
023216309000,2014,42.4
023216309000,2015,44.4
023216309000,2016,47.9
023216309000,2017,46.3
023216309000,2018,47.4
023216309000,2019,47.8
023216309000,2020,34.5
023216313000,2010,50.9
023216313000,2011,46.0
023216313000,2012,46.9
023216313000,2013,47.1
023216313000,2014,46.8
023216313000,2015,50.1
023216313000,2016,51.7
023216313000,2017,48.9
023216313000,2018,52.3
023216313000,2019,55.6
023216313000,2020,42.9
023216361000,2010,30.5
023216361000,2011,31.3
023216361000,2012,30.4
023216361000,2013,34.4
023216361000,2014,31.8
023216361000,2015,30.9
023216361000,2016,31.9
023216361000,2017,32.3
023216361000,2018,32.7
023216361000,2019,33.4
023216361000,2020,26.6
023216402000,2010,22.0
023216402000,2011,21.9
023216402000,2012,21.2
023216402000,2013,17.9
023216402000,2014,17.0
023216402000,2015,17.9
023216402000,2016,17.9
023216402000,2017,16.6
023216402000,2018,17.2
023216402000,2019,18.2
023216402000,2020,21.5
023216403000,2010,16.3
023216403000,2011,17.2
023216403000,2012,17.1
023216403000,2013,18.2
023216403000,2014,16.5
023216403000,2015,20.0
023216403000,2016,23.0
023216403000,2017,31.0
023216403000,2018,32.6
023216403000,2019,35.0
023216403000,2020,28.3
023216410000,2010,25.9
023216410000,2011,23.2
023216410000,2012,25.9
023216410000,2013,28.7
023216410000,2014,24.3
023216410000,2015,25.6
023216410000,2016,28.0
023216410000,2017,30.7
023216410000,2018,31.1
023216410000,2019,33.3
023216410000,2020,22.3
023216412000,2010,0.0
023216412000,2011,0.0
023216412000,2012,0.0
023216412000,2013,0.0
023216412000,2014,10.4
023216412000,2015,12.7
023216412000,2016,21.3
023216412000,2017,25.8
023216412000,2018,21.6
023216412000,2019,0.0
023216412000,2020,14.8
023216415000,2010,29.5
023216415000,2011,28.5
023216415000,2012,25.2
023216415000,2013,32.7
023216415000,2014,26.5
023216415000,2015,27.7
023216415000,2016,24.5
023216415000,2017,29.9
023216415000,2018,29.6
023216415000,2019,29.1
023216415000,2020,22.9
023216416000,2010,53.0
023216416000,2011,44.1
023216416000,2012,42.6
023216416000,2013,40.2
023216416000,2014,43.5
023216416000,2015,45.5
023216416000,2016,48.2
023216416000,2017,55.1
023216416000,2018,52.2
023216416000,2019,50.8
023216416000,2020,37.5
023216417000,2010,35.4
023216417000,2011,35.1
023216417000,2012,35.5
023216417000,2013,36.3
023216417000,2014,33.1
023216417000,2015,39.3
023216417000,2016,39.6
023216417000,2017,41.9
023216417000,2018,38.7
023216417000,2019,38.7
023216417000,2020,34.1
023216418000,2010,0.0
023216418000,2011,9.6
023216418000,2012,18.3
023216418000,2013,17.5
023216418000,2014,22.0
023216418000,2015,22.2
023216418000,2016,24.3
023216418000,2017,27.2
023216418000,2018,28.4
023216418000,2019,33.2
023216418000,2020,30.3
023216562000,2010,37.2
023216562000,2011,37.6
023216562000,2012,37.2
023216562000,2013,38.1
023216562000,2014,42.5
023216562000,2015,46.1
023216562000,2016,45.8
023216562000,2017,47.9
023216562000,2018,46.6
023216562000,2019,48.2
023216562000,2020,32.8
023216604000,2010,32.9
023216604000,2011,33.2
023216604000,2012,31.8
023216604000,2013,36.0
023216604000,2014,33.2
023216604000,2015,32.2
023216604000,2016,27.9
023216604000,2017,23.8
023216604000,2018,32.1
023216604000,2019,38.4
023216604000,2020,31.9
023216605000,2010,35.3
023216605000,2011,33.6
023216605000,2012,31.5
023216605000,2013,30.3
023216605000,2014,33.6
023216605000,2015,34.3
023216605000,2016,36.6
023216605000,2017,40.1
023216605000,2018,41.1
023216605000,2019,40.6
023216605000,2020,30.5
023216606000,2010,32.6
023216606000,2011,26.7
023216606000,2012,21.5
023216606000,2013,18.6
023216606000,2014,24.9
023216606000,2015,26.7
023216606000,2016,32.3
023216606000,2017,31.3
023216606000,2018,28.0
023216606000,2019,31.0
023216606000,2020,32.6
023216607000,2010,38.1
023216607000,2011,38.1
023216607000,2012,38.0
023216607000,2013,39.2
023216607000,2014,42.2
023216607000,2015,46.0
023216607000,2016,48.8
023216607000,2017,50.7
023216607000,2018,51.4
023216607000,2019,50.2
023216607000,2020,39.1
023216611000,2010,20.4
023216611000,2011,19.1
023216611000,2012,23.9
023216611000,2013,21.9
023216611000,2014,24.7
023216611000,2015,26.2
023216611000,2016,27.3
023216611000,2017,28.5
023216611000,2018,32.5
023216611000,2019,30.4
023216611000,2020,23.7
023216614000,2010,25.8
023216614000,2011,26.1
023216614000,2012,27.1
023216614000,2013,29.3
023216614000,2014,23.5
023216614000,2015,23.3
023216614000,2016,29.8
023216614000,2017,30.7
023216614000,2018,27.8
023216614000,2019,32.6
023216614000,2020,27.8
023216663000,2010,44.6
023216663000,2011,44.8
023216663000,2012,47.6
023216663000,2013,49.5
023216663000,2014,53.0
023216663000,2015,54.4
023216663000,2016,54.0
023216663000,2017,56.9
023216663000,2018,57.8
023216663000,2019,56.9
023216663000,2020,41.3
030210101000,2010,29.1
030210101000,2011,29.6
030210101000,2012,25.1
030210101000,2013,20.6
030210101000,2014,22.4
030210101000,2015,23.0
030210101000,2016,28.3
030210101000,2017,29.0
030210101000,2018,34.5
030210101000,2019,40.6
030210101000,2020,30.2
030210105000,2010,14.8
030210105000,2011,16.1
030210105000,2012,16.4
030210105000,2013,12.5
030210105000,2014,10.9
030210105000,2015,6.6
030210105000,2016,23.3
030210105000,2017,28.5
030210105000,2018,32.0
030210105000,2019,30.4
030210105000,2020,18.1
030210106000,2010,23.3
030210106000,2011,24.0
030210106000,2012,24.2
030210106000,2013,24.1
030210106000,2014,23.4
030210106000,2015,24.9
030210106000,2016,28.2
030210106000,2017,27.9
030210106000,2018,29.9
030210106000,2019,32.0
030210106000,2020,26.4
030210107000,2010,11.4
030210107000,2011,12.2
030210107000,2012,15.6
030210107000,2013,10.4
030210107000,2014,13.1
030210107000,2015,13.3
030210107000,2016,15.7
030210107000,2017,18.3
030210107000,2018,16.1
030210107000,2019,17.5
030210107000,2020,11.8
030210110000,2010,37.0
030210110000,2011,37.9
030210110000,2012,38.0
030210110000,2013,39.0
030210110000,2014,35.0
030210110000,2015,40.7
030210110000,2016,45.5
030210110000,2017,45.7
030210110000,2018,47.5
030210110000,2019,48.3
030210110000,2020,32.5
030210112000,2010,24.9
030210112000,2011,24.5
030210112000,2012,21.0
030210112000,2013,18.3
030210112000,2014,17.6
030210112000,2015,18.6
030210112000,2016,23.9
030210112000,2017,23.7
030210112000,2018,25.7
030210112000,2019,27.1
030210112000,2020,16.9
030210125000,2010,29.6
030210125000,2011,30.0
030210125000,2012,25.8
030210125000,2013,26.0
030210125000,2014,26.6
030210125000,2015,25.3
030210125000,2016,27.0
030210125000,2017,37.3
030210125000,2018,38.1
030210125000,2019,40.3
030210125000,2020,25.5
030210126000,2010,0.0
030210126000,2011,0.0
030210126000,2012,20.9
030210126000,2013,21.1
030210126000,2014,22.1
030210126000,2015,22.1
030210126000,2016,19.1
030210126000,2017,24.7
030210126000,2018,32.9
030210126000,2019,32.6
030210126000,2020,14.7
030210161000,2010,23.1
030210161000,2011,23.5
030210161000,2012,30.6
030210161000,2013,36.1
030210161000,2014,38.7
030210161000,2015,39.5
030210161000,2016,41.5
030210161000,2017,49.7
030210161000,2018,52.1
030210161000,2019,52.1
030210161000,2020,35.0
030210203000,2010,40.9
030210203000,2011,34.2
030210203000,2012,28.3
030210203000,2013,31.7
030210203000,2014,28.4
030210203000,2015,36.5
030210203000,2016,34.0
030210203000,2017,23.5
030210203000,2018,24.5
030210203000,2019,29.7
030210203000,2020,23.5
030210204000,2010,0.0
030210204000,2011,0.0
030210204000,2012,0.0
030210204000,2013,0.0
030210204000,2014,0.0
030210204000,2015,0.0
030210204000,2016,0.0
030210204000,2017,0.0
030210204000,2018,0.0
030210204000,2019,0.0
030210204000,2020,0.0
030210209000,2010,21.3
030210209000,2011,23.2
030210209000,2012,23.5
030210209000,2013,28.0
030210209000,2014,19.1
030210209000,2015,21.4
030210209000,2016,21.8
030210209000,2017,26.0
030210209000,2018,31.8
030210209000,2019,32.8
030210209000,2020,19.7
030210211000,2010,28.4
030210211000,2011,28.8
030210211000,2012,29.3
030210211000,2013,27.0
030210211000,2014,25.5
030210211000,2015,23.5
030210211000,2016,29.1
030210211000,2017,32.1
030210211000,2018,31.0
030210211000,2019,29.7
030210211000,2020,19.1
030210216000,2010,28.8
030210216000,2011,32.5
030210216000,2012,36.1
030210216000,2013,33.0
030210216000,2014,33.6
030210216000,2015,31.1
030210216000,2016,31.9
030210216000,2017,29.2
030210216000,2018,27.5
030210216000,2019,30.2
030210216000,2020,22.7
030210262000,2010,22.1
030210262000,2011,27.8
030210262000,2012,25.6
030210262000,2013,24.4
030210262000,2014,24.0
030210262000,2015,23.7
030210262000,2016,30.5
030210262000,2017,38.2
030210262000,2018,40.4
030210262000,2019,36.4
030210262000,2020,17.7
030210302000,2010,32.9
030210302000,2011,31.2
030210302000,2012,32.5
030210302000,2013,32.9
030210302000,2014,31.2
030210302000,2015,33.0
030210302000,2016,29.1
030210302000,2017,25.4
030210302000,2018,24.8
030210302000,2019,26.0
030210302000,2020,17.6
030210308000,2010,25.6
030210308000,2011,25.8
030210308000,2012,26.3
030210308000,2013,29.3
030210308000,2014,35.1
030210308000,2015,36.9
030210308000,2016,39.9
030210308000,2017,41.6
030210308000,2018,43.0
030210308000,2019,43.8
030210308000,2020,30.0
030210319000,2010,28.8
030210319000,2011,28.2
030210319000,2012,25.7
030210319000,2013,25.4
030210319000,2014,28.4
030210319000,2015,30.7
030210319000,2016,32.5
030210319000,2017,29.8
030210319000,2018,32.4
030210319000,2019,32.6
030210319000,2020,17.2
030210321000,2010,27.0
030210321000,2011,27.0
030210321000,2012,47.3
030210321000,2013,45.0
030210321000,2014,43.6
030210321000,2015,46.7
030210321000,2016,46.0
030210321000,2017,45.9
030210321000,2018,46.0
030210321000,2019,45.8
030210321000,2020,27.1
030210324000,2010,25.9
030210324000,2011,20.6
030210324000,2012,19.8
030210324000,2013,21.7
030210324000,2014,22.4
030210324000,2015,23.6
030210324000,2016,26.4
030210324000,2017,25.8
030210324000,2018,31.2
030210324000,2019,32.9
030210324000,2020,25.5
030210365000,2013,24.1
030210365000,2014,28.4
030210365000,2015,32.6
030210365000,2016,33.9
030210365000,2017,38.9
030210365000,2018,41.3
030210365000,2019,43.5
030210365000,2020,32.9
030210413000,2010,18.6
030210413000,2011,21.9
030210413000,2012,15.3
030210413000,2013,13.7
030210413000,2014,19.3
030210413000,2015,19.5
030210413000,2016,20.2
030210413000,2017,21.4
030210413000,2018,22.4
030210413000,2019,18.0
030210413000,2020,9.5
030210414000,2010,24.9
030210414000,2011,24.6
030210414000,2012,24.5
030210414000,2013,20.7
030210414000,2014,21.3
030210414000,2015,20.6
030210414000,2016,27.6
030210414000,2017,33.6
030210414000,2018,34.3
030210414000,2019,31.0
030210414000,2020,20.8
030210415000,2010,26.7
030210415000,2011,29.0
030210415000,2012,30.6
030210415000,2013,40.4
030210415000,2014,42.6
030210415000,2015,38.4
030210415000,2016,35.4
030210415000,2017,38.2
030210415000,2018,41.1
030210415000,2019,35.2
030210415000,2020,19.7
030210417000,2010,22.2
030210417000,2011,0.0
030210417000,2012,19.2
030210417000,2013,24.9
030210417000,2014,28.5
030210417000,2015,24.9
030210417000,2016,11.9
030210417000,2017,12.6
030210417000,2018,12.8
030210417000,2019,11.7
030210417000,2020,0.0
030210418000,2010,26.6
030210418000,2011,30.0
030210418000,2012,27.9
030210418000,2013,36.8
030210418000,2014,33.4
030210418000,2015,26.4
030210418000,2016,29.7
030210418000,2017,29.5
030210418000,2018,23.4
030210418000,2019,31.7
030210418000,2020,20.6
030210420000,2010,14.8
030210420000,2011,15.8
030210420000,2012,11.6
030210420000,2013,13.1
030210420000,2014,16.4
030210420000,2015,20.9
030210420000,2016,22.0
030210420000,2017,21.7
030210420000,2018,23.8
030210420000,2019,23.9
030210420000,2020,11.9
030210422000,2010,24.2
030210422000,2011,13.6
030210422000,2012,11.9
030210422000,2013,16.7
030210422000,2014,15.8
030210422000,2015,24.0
030210422000,2016,26.8
030210422000,2017,28.6
030210422000,2018,31.2
030210422000,2019,39.6
030210422000,2020,0.0
030210423000,2010,19.5
030210423000,2011,21.6
030210423000,2012,14.0
030210423000,2013,13.3
030210423000,2014,29.4
030210423000,2015,27.6
030210423000,2016,32.8
030210423000,2017,31.8
030210423000,2018,31.8
030210423000,2019,31.4
030210423000,2020,22.2
030210564000,2010,40.8
030210564000,2011,42.0
030210564000,2012,39.5
030210564000,2013,41.0
030210564000,2014,41.7
030210564000,2015,45.9
030210564000,2016,49.9
030210564000,2017,49.0
030210564000,2018,48.6
030210564000,2019,48.2
030210564000,2020,26.0
031613101000,2010,34.3
031613101000,2011,21.1
031613101000,2012,0.0
031613101000,2013,25.4
031613101000,2014,26.3
031613101000,2015,25.3
031613101000,2016,19.9
031613101000,2017,22.0
031613101000,2018,22.5
031613101000,2019,19.2
031613101000,2020,15.1
031613102000,2010,13.2
031613102000,2011,14.6
031613102000,2012,12.9
031613102000,2013,17.9
031613102000,2014,25.9
031613102000,2015,18.6
031613102000,2016,18.2
031613102000,2017,22.7
031613102000,2018,24.8
031613102000,2019,25.2
031613102000,2020,16.3
031613106000,2010,0.0
031613106000,2011,30.4
031613106000,2012,19.8
031613106000,2013,18.9
031613106000,2014,21.8
031613106000,2015,20.1
031613106000,2016,21.8
031613106000,2017,27.3
031613106000,2018,23.4
031613106000,2019,24.0
031613106000,2020,21.5
031613107000,2010,22.3
031613107000,2011,23.0
031613107000,2012,27.2
031613107000,2013,26.6
031613107000,2014,25.2
031613107000,2015,28.1
031613107000,2016,29.5
031613107000,2017,32.9
031613107000,2018,34.9
031613107000,2019,35.3
031613107000,2020,25.9
031613110000,2010,26.6
031613110000,2011,28.5
031613110000,2012,21.8
031613110000,2013,26.3
031613110000,2014,26.5
031613110000,2015,31.1
031613110000,2016,30.1
031613110000,2017,32.1
031613110000,2018,31.1
031613110000,2019,31.7
031613110000,2020,20.0
031613203000,2010,17.9
031613203000,2011,17.1
031613203000,2012,23.3
031613203000,2013,15.5
031613203000,2014,18.8
031613203000,2015,20.7
031613203000,2016,22.4
031613203000,2017,28.1
031613203000,2018,28.4
031613203000,2019,28.8
031613203000,2020,17.3
031613204000,2010,21.5
031613204000,2011,20.7
031613204000,2012,19.3
031613204000,2013,19.1
031613204000,2014,24.9
031613204000,2015,23.4
031613204000,2016,26.3
031613204000,2017,29.4
031613204000,2018,30.4
031613204000,2019,29.6
031613204000,2020,24.4
031613205000,2010,38.2
031613205000,2011,45.7
031613205000,2012,41.6
031613205000,2013,22.7
031613205000,2014,23.1
031613205000,2015,23.3
031613205000,2016,27.2
031613205000,2017,33.4
031613205000,2018,36.4
031613205000,2019,41.4
031613205000,2020,29.6
031613208000,2010,32.4
031613208000,2011,31.9
031613208000,2012,30.0
031613208000,2013,26.4
031613208000,2014,19.8
031613208000,2015,22.8
031613208000,2016,22.7
031613208000,2017,23.7
031613208000,2018,22.2
031613208000,2019,23.5
031613208000,2020,14.8
031613209000,2010,18.3
031613209000,2011,15.3
031613209000,2012,17.7
031613209000,2013,20.3
031613209000,2014,17.5
031613209000,2015,21.9
031613209000,2016,27.3
031613209000,2017,25.9
031613209000,2018,24.8
031613209000,2019,23.8
031613209000,2020,16.9
031613211000,2010,20.6
031613211000,2011,29.9
031613211000,2012,29.1
031613211000,2013,37.9
031613211000,2014,37.0
031613211000,2015,34.1
031613211000,2016,41.1
031613211000,2017,34.9
031613211000,2018,37.3
031613211000,2019,35.9
031613211000,2020,23.2
031613261000,2010,39.2
031613261000,2011,33.4
031613261000,2012,31.6
031613261000,2013,34.0
031613261000,2014,35.3
031613261000,2015,33.1
031613261000,2016,37.9
031613261000,2017,37.4
031613261000,2018,38.5
031613261000,2019,44.3
031613261000,2020,26.6
040410603000,2010,22.3
040410603000,2011,21.6
040410603000,2012,19.4
040410603000,2013,20.2
040410603000,2014,20.0
040410603000,2015,21.7
040410603000,2016,21.5
040410603000,2017,20.3
040410603000,2018,24.0
040410603000,2019,27.1
040410603000,2020,20.1
040410615000,2010,24.8
040410615000,2011,26.0
040410615000,2012,19.6
040410615000,2013,30.6
040410615000,2014,29.8
040410615000,2015,26.5
040410615000,2016,28.4
040410615000,2017,27.5
040410615000,2018,26.1
040410615000,2019,24.3
040410615000,2020,14.7
040410661000,2010,29.2
040410661000,2011,29.9
040410661000,2012,29.4
040410661000,2013,27.5
040410661000,2014,29.7
040410661000,2015,38.9
040410661000,2016,36.2
040410661000,2017,38.4
040410661000,2018,37.1
040410661000,2019,38.2
040410661000,2020,24.1
040410663000,2010,35.2
040410663000,2011,36.9
040410663000,2012,34.5
040410663000,2013,35.3
040410663000,2014,36.5
040410663000,2015,38.9
040410663000,2016,40.1
040410663000,2017,39.7
040410663000,2018,39.6
040410663000,2019,40.7
040410663000,2020,24.2
040410702000,2010,28.1
040410702000,2011,25.8
040410702000,2012,22.0
040410702000,2013,26.2
040410702000,2014,20.8
040410702000,2015,25.5
040410702000,2016,26.9
040410702000,2017,26.7
040410702000,2018,27.3
040410702000,2019,28.4
040410702000,2020,24.5
040410704000,2010,19.0
040410704000,2011,17.9
040410704000,2012,16.4
040410704000,2013,17.7
040410704000,2014,18.3
040410704000,2015,23.5
040410704000,2016,21.1
040410704000,2017,23.4
040410704000,2018,27.1
040410704000,2019,23.6
040410704000,2020,16.5
040410705000,2010,21.6
040410705000,2011,21.4
040410705000,2012,21.1
040410705000,2013,27.6
040410705000,2014,33.2
040410705000,2015,30.8
040410705000,2016,30.8
040410705000,2017,36.4
040410705000,2018,35.4
040410705000,2019,36.2
040410705000,2020,27.2
040410706000,2010,8.8
040410706000,2011,23.7
040410706000,2012,12.0
040410706000,2013,9.0
040410706000,2014,13.8
040410706000,2015,24.1
040410706000,2016,20.1
040410706000,2017,20.8
040410706000,2018,23.1
040410706000,2019,14.2
040410706000,2020,11.9
040410712000,2010,26.6
040410712000,2011,31.8
040410712000,2012,26.5
040410712000,2013,42.3
040410712000,2014,0.0
040410712000,2015,0.0
040410712000,2016,0.0
040410712000,2017,14.9
040410712000,2018,0.0
040410712000,2019,0.0
040410712000,2020,0.0
040410717000,2010,34.8
040410717000,2011,20.8
040410717000,2012,11.5
040410717000,2013,21.7
040410717000,2014,20.3
040410717000,2015,18.5
040410717000,2016,17.8
040410717000,2017,19.7
040410717000,2018,17.6
040410717000,2019,28.0
040410717000,2020,15.8
040410762000,2010,21.8
040410762000,2011,21.0
040410762000,2012,20.8
040410762000,2013,19.0
040410762000,2014,20.8
040410762000,2015,21.4
040410762000,2016,22.0
040410762000,2017,21.8
040410762000,2018,24.1
040410762000,2019,26.8
040410762000,2020,23.9
040410801000,2010,62.7
040410801000,2011,69.4
040410801000,2012,73.8
040410801000,2013,73.1
040410801000,2014,74.5
040410801000,2015,73.6
040410801000,2016,71.3
040410801000,2017,69.3
040410801000,2018,68.9
040410801000,2019,69.3
040410801000,2020,43.8
040410808000,2010,5.9
040410808000,2011,12.0
040410808000,2012,19.9
040410808000,2013,17.0
040410808000,2014,10.9
040410808000,2015,8.1
040410808000,2016,7.9
040410808000,2017,14.1
040410808000,2018,18.4
040410808000,2019,18.5
040410808000,2020,16.8
040410811000,2010,49.8
040410811000,2011,52.3
040410811000,2012,34.5
040410811000,2013,21.4
040410811000,2014,21.9
040410811000,2015,25.1
040410811000,2016,23.5
040410811000,2017,18.3
040410811000,2018,30.1
040410811000,2019,24.1
040410811000,2020,0.0
040410818000,2010,59.0
040410818000,2011,62.9
040410818000,2012,68.8
040410818000,2013,63.6
040410818000,2014,62.3
040410818000,2015,54.7
040410818000,2016,52.9
040410818000,2017,56.3
040410818000,2018,71.7
040410818000,2019,70.5
040410818000,2020,47.1
040410864000,2010,28.8
040410864000,2011,28.4
040410864000,2012,22.6
040410864000,2013,23.8
040410864000,2014,24.6
040410864000,2015,24.0
040410864000,2016,22.5
040410864000,2017,22.6
040410864000,2018,24.2
040410864000,2019,26.0
040410864000,2020,17.4
040416707000,2010,62.3
040416707000,2011,62.1
040416707000,2012,65.6
040416707000,2013,71.1
040416707000,2014,71.0
040416707000,2015,69.6
040416707000,2016,70.5
040416707000,2017,70.8
040416707000,2018,72.7
040416707000,2019,71.1
040416707000,2020,45.8
040416709000,2010,30.2
040416709000,2011,24.5
040416709000,2012,21.8
040416709000,2013,23.8
040416709000,2014,20.2
040416709000,2015,27.1
040416709000,2016,26.9
040416709000,2017,22.4
040416709000,2018,24.9
040416709000,2019,25.1
040416709000,2020,14.5
040416710000,2010,15.0
040416710000,2011,20.0
040416710000,2012,16.9
040416710000,2013,25.3
040416710000,2014,14.4
040416710000,2015,14.3
040416710000,2016,15.1
040416710000,2017,15.6
040416710000,2018,11.5
040416710000,2019,25.0
040416710000,2020,16.5
040416719000,2010,23.7
040416719000,2011,25.1
040416719000,2012,25.3
040416719000,2013,18.5
040416719000,2014,19.4
040416719000,2015,22.7
040416719000,2016,29.0
040416719000,2017,28.9
040416719000,2018,23.6
